Nom_llibre|Usuari|Puntuacio|Titol|Data|Text|Votacions
Sapiens. De animales a dioses: Breve historia de la humanidad|maria luisa ruiz arcos|5,0 de 5 estrellas|muy inteligente|Revisado en España el 9 de julio de 2018|Una visión muy original del desarrollo de la especie humana, y muy divertida. Me ha entretenido. He aprendido mucho y me ha resultado muy interesante. Lo recomiendo|A 15 personas les ha parecido esto útil
Sapiens. De animales a dioses: Breve historia de la humanidad|Hedtrip|5,0 de 5 estrellas|Lectura recomendada|Revisado en España el 20 de octubre de 2016|Lectura recomendaba te guste o no los ensayos/novelas/etc... relacionado con la historia.Personalmente no leo relatos históricos pero esta amena historia de la humanidad ha sido algo revelador.¿Cómo pensar que la agricultura ha sido el gran mal de la humanidad?Relectura dentro de un tiempo.|A 16 personas les ha parecido esto útil
Un cuento perfecto (Femenino singular)|Paloma|2,0 de 5 estrellas|No me atrapa|Revisado en España el 22 de febrero de 2020|Debo ser yo, pero a mi parecer son ya varios libros en los que la historia se repite de manera sistemàtica, esta vez es algo diferente pero no ha conseguido atraparme como si lo hicieron Silvia o Martina.|A 24 personas les ha parecido esto útil
Un cuento perfecto (Femenino singular)|Maria del Rosario Martin Sanz|1,0 de 5 estrellas|Dañado|Revisado en España el 20 de febrero de 2020|Me ha llegado desgastado, arañado con rasguños... Tenía ilusión por leer mi libro nuevo el día que justo salía y me he decepcionado por su estado. Esperaba poder recibir mi libro nuevo y parece que lo ha leído media biblioteca.|A 17 personas les ha parecido esto útil
Un cuento perfecto (Femenino singular)|Mariajo|1,0 de 5 estrellas|No me ha enganchado|Revisado en España el 25 de febrero de 2020|No sé si seré yo, pero, con todo lo que me gusta Elisabet, este libro no me ha conseguido enganchar. Igual que con el resto de libros suyos no paro de leer y los llevo a todas partes hasta que los termino, este me ha parecido aburrido en algunas partes... y el final... aysss, no digo nada porque ella prefiere que no digamos nada, pero no lo veo....Esperaremos al siguiente...a ver si volvemos a ver una Valeria o una Silvia o Coco...|A 12 personas les ha parecido esto útil
Un cuento perfecto (Femenino singular)|lorena|4,0 de 5 estrellas|me falta algo|Revisado en España el 23 de febrero de 2020|soy una gran seguidora de los libros de Elisabeth, pero reconozco que me costó más empatizar con este... Me quedé  con ganas de saber más cosas y el final (no diré nada pq ella lo pide, jeje), no me ha acabado de convencer. Pero como siempre, lectura ligera, divertida y con grandes frases|A 10 personas les ha parecido esto útil
Un cuento perfecto (Femenino singular)|Margui|3,0 de 5 estrellas|Estoy no es romantica ni erotica|Revisado en España el 22 de febrero de 2020|A ver el linro esta bien escrito, no tiene incorrecciones. Se lee fácil y es como otras hisotorias de otras autoras que saltas párrafos de aburrimiento. Peroooo que no me lo vendan como romántica cuando no es romántica. A mi me ha decepcionado.|A 7 personas les ha parecido esto útil
Un cuento perfecto (Femenino singular)|Pilar|5,0 de 5 estrellas|Historia de 10 estrellas. Envio Mal|Revisado en España el 21 de febrero de 2020|Le doy las 4 estrellas al libro porque Elisabet Benavent es única y no defrauda.Le doy 2 estrellas a amazon  porque el libro ha llegado golpeado por las esquinas y con bastantes marcas en la portada.Es raro porque Amazon siemp son un 10 en el envio y trato al producto  pero esta vez deja bastante que desear.|A 5 personas les ha parecido esto útil
Un cuento perfecto (Femenino singular)|Cliente Amazon|1,0 de 5 estrellas|Esperaba algo más...|Revisado en España el 28 de febrero de 2020|Soy muy fan de Elisabet. Me he leído todos sus libros y los espero como agua de Mayo, tiene un estilo de escritura muy personal que me encanta xq es muy actual y en el que te reconoces. Este libro tenía una ecuación muy bien planteada que debería haber funcionado, pero no ha sido así. Toda la historia ha sido demasiado forzada y precipitada. Estamos acostumbrados a libros más elaborados, de dos tomos, donde la historia evoluciona de forma natural donde hay un momento álgido y luego una resolución. En este libro el memento álgido llega al final y lo resuelve de una manera que no me esperaba y sinceramente no me ha gustado. Desde Martina y Pablo he visto que la calidad de sus libros ha bajado bastante. El último (toda la verdad de mis mentiras) mejoró bastante la media pero vamos que no era para tirar cohetes. En fin no quiero ser muy crítica xq entiendo la presión de crear algo desde cero. No es fácil y no siempre aciertas o llegas a la altura de las expectativas preconcebidas de la gente, de verdad que me encanta y x supuesto seguiré leyendo sus libros xq es muy buena escritora.|A 4 personas les ha parecido esto útil
Un cuento perfecto (Femenino singular)|Noemí Pérez Llorca|5,0 de 5 estrellas|Chapeau!!!|Revisado en España el 24 de febrero de 2020|Me quito el sombrero Eli, que historia más, más, más bonita. Lo he leído en 2 días, si me quitas el dormir y comer, en 1 día. No podía dejar de leer, ahora no puedo dejar de soñarlos, David y Margot se quedarán una buena temporada en mí, leedla porfavor, es un cuento perfecto.|A 4 personas les ha parecido esto útil
Con Amor: Libro De Colorear Para Adultos|kyubids|5,0 de 5 estrellas|Dejar entretenido a alguien, si, con esto!|Revisado en España el 22 de junio de 2017|Fue un regalo a mi compañera de piso para que estuviera relajada! Pues ea, ahora es como una niña de 5 años, con esa carita de ilusión al estar pintando y a la par concentrada para intentar no salirse de las líneas...Los dibujos, ñoños, son agaradables...a veces me dan ganas de empujarla y quitarla y ponerme a pintar yo|A 13 personas les ha parecido esto útil
Con Amor: Libro De Colorear Para Adultos|Toni RR|5,0 de 5 estrellas|Regreso a la escuela.|Revisado en España el 11 de marzo de 2019|Libro para colorear para adultos.Si te quieres relajar y olvidarte de lo que te rodea unos minutos, este libro te hará retroceder a tus tiempos de escuela donde todo era felicidad.Con dibujos de más o menos dificultad puedes incluso crear decoración para tu casa.Las impresiones son correctas algunas más que otras en intensidad.Un saludo Toni.Espero que os sea útil mi comentario.|A 6 personas les ha parecido esto útil
Con Amor: Libro De Colorear Para Adultos|DemonCat|5,0 de 5 estrellas|Muy bonito. Muchas ilustraciones originales y amorosas.|Revisado en España el 3 de febrero de 2017|Detalles del producto:-72 páginas, 40 ilustraciones.-Fondo blanco brillante.-Reverso de cada página con fondo negro y estampados para evitar que se marque el rotulador.-Hojas finas-Ilustraciones complejas & sencillas.-Tamaño menor al de DIN A4Este libro se caracteriza por sus ilustraciones amorosas y muy dulces.  El ilustrador ha creado este libro con esta temática "con el objetivo de promover la relajación y el zen y proporcionar alivio del estrés mientras expresas tu amor a través de la creatividad y la imaginación".▬ Mi experienciaEfectivamente, da mucho gusto colorear esta clase de dibujos. A mi personalmente me encanta y este tipo de ilustraciones me anima más a colorear. Es genial para colorear de forma original y además, gracias a que tenemos espacio sobrante en las páginas y con fondo blanco, podremos escribir algún mensaje y regalar de forma original. Hay combinación de dibujos de dificultad media y baja. Unos son muy básicos y otros más elaborados. La portada del libro me ha encantado. Llama mucho la atención y es muy bonita. Los colores son idénticos. También me ha gustado mucho que se haya incluido una portada parecida para colorear y el Búho en otra ilustración también para colorear.El libro no es de tapa dura, ya que esto incrementaría obviamente el coste de fabricación. Sin embargo, con un buen forro podremos conservarlo magnificamente para evitar que se doble o se manche. Por 5 euros está muy bien. En tiendas o librerias por estos libros te cobrán al menos el doble.|A 53 personas les ha parecido esto útil
Con Amor: Libro De Colorear Para Adultos|María José|5,0 de 5 estrellas|mejor de lo que creía!|Revisado en España el 25 de octubre de 2017|Lo cierto es que compré el libro sin muchas expectativas, pues he comprado y pintado muchos de estos y esta colección no la conocía. He de decir que me ha sorprendido con creces pues las laminas están bastante bien elaboradas y el papel es suficiente grueso para poder trabajar con diferentes materiales.Si eres una persona que te gustan los dibujos blanditos, este sin duda es tu libro. Os lo recomiendo|A 7 personas les ha parecido esto útil
Con Amor: Libro De Colorear Para Adultos|Maria Sanchez|5,0 de 5 estrellas|Chulisimo.|Revisado en España el 17 de abril de 2018|No le doy seis estrellas por que no existe, precioso libro con frases emotivas, me enamoró, me relaja mucho sufro de la temible ansiedad y dibujando se me olvida todo , los dibujos hay de distintos niveles de dificultad , hojas gruesas y con el fondo de atrás en negro , precioso no tengo palabras!sin duda cuando acabe este o alguna amiga me pregunte lo recomendare 100%|A 5 personas les ha parecido esto útil
Con Amor: Libro De Colorear Para Adultos|Jenny|5,0 de 5 estrellas|Mandalas recomendadas|Revisado en España el 20 de septiembre de 2018|El libro es una pasada. lo tocas y parece piel de melocotón.  las ilustraciones son fantásticas, es verdad que relaja muchisimo y te da ganas de pintarlo .  Yo he utilizado un pack de bolis de gel que queda super fino el dibujo.|A 7 personas les ha parecido esto útil
Con Amor: Libro De Colorear Para Adultos|Daniel|2,0 de 5 estrellas|El libro fantástico, el estado decepcionante|Revisado en España el 23 de agosto de 2018|Es un libro precioso, tamaño grande, muchos diseños y frases bonitas...fabuloso para un regalo y/o distraerse coloreando (que está tan de moda). Una pena que siendo carne de regalo como son estos productos, viniera la contraportada con un picotazo, y eso que el embalaje exterior de Amazon estaba perfecto. Era para un regalo con el tiempo justo y me lo quedé, pero porque era en la trasera y no tenía margen de maniobra, si no, lo devuelvo. Lecciones que se aprenden para posteriores ocasiones...|A 3 personas les ha parecido esto útil
Con Amor: Libro De Colorear Para Adultos|MC |5,0 de 5 estrellas|Recomendado 100%|Revisado en España el 27 de diciembre de 2017|Es un libro súper bonito. Tiene unas ilustraciones que merecen mucho la pena. En una cara aparece la ilustración y en la parte posterior hay una pequeña frase relacionada con el amor: a los demás y a uno mismo. Lo compré para un regalo y le encantó.|A 4 personas les ha parecido esto útil
Libro de colorear para niños: Formas Letras Números: de 1 a 4 años: Un divertido cuaderno de actividades para niños y niñas de preescolar|María|5,0 de 5 estrellas|Recomendable|Revisado en España el 12 de febrero de 2020|Es un cuaderno genial. A mo hijo de 3 años le ha encantado. Está aprendiendo las letras poco a poco.|A una persona le ha parecido esto útil
Libro de colorear para niños: Formas Letras Números: de 1 a 4 años: Un divertido cuaderno de actividades para niños y niñas de preescolar|katherin rey|5,0 de 5 estrellas|EXCELENTE Y COMPLETO|Revisado en España el 6 de abril de 2020|Tiene todo el abecedario , los números hará el 10 y las formas . Es perfecto para niños pequeños que comienzan a aprender las letras o simplemente para pintar. De buena calidad|
Libro de colorear para niños: Formas Letras Números: de 1 a 4 años: Un divertido cuaderno de actividades para niños y niñas de preescolar|alba|5,0 de 5 estrellas|Buen producto|Revisado en España el 6 de marzo de 2020|Le ha encantado a mi hijo de 2 años. Dibujos bonitos y entretenidos. Muy completo.|A una persona le ha parecido esto útil
Libro de colorear para niños: Formas Letras Números: de 1 a 4 años: Un divertido cuaderno de actividades para niños y niñas de preescolar|Tina|4,0 de 5 estrellas|Educativo y divertido|Revisado en España el 4 de febrero de 2020|Compre este libro de colorear para mis mellizos y ne gusta mucho, lo único que hubiera estado mejor, en mi caso por ser dos, si se pudiera arrancar páginas  fácilmente e individuales para repartir entre los dos, pero nos gustó|
